Designator,Mid X,Mid Y,Rotation,Layer
J10,155.0,-109.71,0.0,top
J11,155.0,-96.21,0.0,top
J12,155.0,-123.21,0.0,top
J13,155.0,-136.71,0.0,top
J14,165.0,-96.21,0.0,top
J15,165.0,-109.71,0.0,top
J16,165.0,-123.21,0.0,top
J17,165.0,-136.71,0.0,top
J18,175.0,-96.21,0.0,top
J19,175.0,-109.71,0.0,top
J2,165.0,-78.21,0.0,top
J20,175.0,-136.71,0.0,top
J21,175.0,-123.21,0.0,top
J22,185.0,-96.21,0.0,top
J23,185.0,-109.71,0.0,top
J24,185.0,-123.21,0.0,top
J25,185.0,-136.71,0.0,top
J26,195.0,-123.21,0.0,top
J27,195.0,-96.21,0.0,top
J28,195.0,-109.71,0.0,top
J29,195.0,-136.71,0.0,top
J3,155.0,-78.21,0.0,top
J30,205.0,-123.21,0.0,top
J31,205.0,-136.71,0.0,top
J32,205.0,-96.21,0.0,top
J33,205.0,-109.71,0.0,top
J34,215.0,-109.71,0.0,top
J35,215.0,-96.21,0.0,top
J36,215.0,-123.21,0.0,top
J37,215.0,-136.71,0.0,top
J38,225.0,-96.21,0.0,top
J39,225.0,-109.71,0.0,top
J4,185.0,-78.21,0.0,top
J40,225.0,-123.21,0.0,top
J41,225.0,-136.71,0.0,top
J5,175.0,-78.21,0.0,top
J6,205.0,-78.21,0.0,top
J7,195.0,-78.21,0.0,top
J8,225.0,-78.21,0.0,top
J9,215.0,-78.21,0.0,top
Q1,198.0,-136.0,180.0,bottom
Q2,202.0,-136.0,180.0,bottom
Q3,189.5,-114.25,270.0,bottom
R1,209.0,-55.25,180.0,bottom
R10,153.5,-81.25,0.0,bottom
R100,203.0,-90.75,90.0,bottom
R101,199.0,-115.25,0.0,bottom
R102,201.5,-117.5,270.0,bottom
R103,198.5,-117.5,270.0,bottom
R104,199.0,-119.75,0.0,bottom
R105,215.0,-99.75,270.0,bottom
R106,205.0,-99.75,270.0,bottom
R107,206.5,-100.25,180.0,bottom
R108,213.5,-99.25,180.0,bottom
R109,213.5,-100.25,0.0,bottom
R11,157.0,-65.25,270.0,bottom
R110,206.5,-99.25,0.0,bottom
R111,215.0,-122.5,90.0,bottom
R112,215.0,-126.5,270.0,bottom
R113,213.5,-123.0,180.0,bottom
R114,213.5,-122.0,0.0,bottom
R115,213.5,-127.0,0.0,bottom
R116,213.5,-126.0,180.0,bottom
R117,213.0,-90.75,90.0,bottom
R118,225.0,-95.75,90.0,bottom
R119,225.0,-99.75,270.0,bottom
R12,155.0,-77.75,90.0,bottom
R120,227.5,-95.75,90.0,bottom
R121,226.5,-99.25,0.0,bottom
R122,226.5,-100.25,180.0,bottom
R123,225.0,-122.5,90.0,bottom
R124,226.5,-123.0,0.0,bottom
R125,226.5,-122.0,180.0,bottom
R126,225.0,-126.5,270.0,bottom
R127,226.5,-126.0,0.0,bottom
R128,226.5,-127.0,180.0,bottom
R129,223.0,-90.75,90.0,bottom
R13,154.0,-77.75,270.0,bottom
R14,153.5,-82.25,0.0,bottom
R15,165.0,-77.75,270.0,bottom
R16,160.0,-58.5,180.0,bottom
R17,165.0,-81.75,270.0,bottom
R18,166.5,-81.25,0.0,bottom
R19,166.5,-82.25,180.0,bottom
R2,211.0,-50.25,0.0,bottom
R20,173.5,-81.25,0.0,bottom
R21,177.0,-65.25,270.0,bottom
R22,175.0,-77.75,90.0,bottom
R23,174.0,-77.75,270.0,bottom
R24,173.5,-82.25,0.0,bottom
R25,185.0,-77.75,270.0,bottom
R26,180.0,-58.5,180.0,bottom
R27,185.0,-81.75,270.0,bottom
R28,186.5,-81.25,0.0,bottom
R29,186.5,-82.25,180.0,bottom
R3,209.0,-50.25,0.0,bottom
R30,193.5,-81.25,0.0,bottom
R31,197.0,-65.25,270.0,bottom
R32,195.0,-77.75,90.0,bottom
R33,194.0,-77.75,270.0,bottom
R34,193.49,-82.25,0.0,bottom
R35,205.0,-77.75,270.0,bottom
R36,200.0,-58.5,180.0,bottom
R37,205.0,-81.75,270.0,bottom
R38,206.5,-81.25,0.0,bottom
R39,206.5,-82.25,180.0,bottom
R4,209.0,-140.75,180.0,bottom
R40,213.5,-81.25,0.0,bottom
R41,217.0,-65.25,270.0,bottom
R42,215.0,-77.75,90.0,bottom
R43,214.0,-77.75,270.0,bottom
R44,213.5,-82.25,0.0,bottom
R45,225.0,-77.75,270.0,bottom
R46,220.0,-58.5,180.0,bottom
R47,155.0,-99.75,270.0,bottom
R48,155.0,-95.75,90.0,bottom
R49,155.0,-122.5,270.0,bottom
R5,211.0,-135.75,0.0,bottom
R50,155.0,-126.5,270.0,bottom
R51,153.0,-90.75,90.0,bottom
R52,161.75,-120.5,270.0,bottom
R53,165.0,-122.5,90.0,bottom
R54,165.0,-126.5,270.0,bottom
R55,163.0,-120.5,270.0,bottom
R56,166.0,-122.5,270.0,bottom
R57,167.25,-126.5,270.0,bottom
R58,168.25,-126.5,270.0,bottom
R59,163.0,-90.75,90.0,bottom
R6,209.0,-135.75,0.0,bottom
R60,177.75,-101.75,180.0,bottom
R61,175.0,-99.75,270.0,bottom
R62,165.0,-99.75,270.0,bottom
R63,172.75,-103.75,90.0,bottom
R64,174.0,-99.75,90.0,bottom
R65,167.5,-99.75,270.0,bottom
R66,171.5,-103.75,90.0,bottom
R67,173.0,-90.75,90.0,bottom
R68,185.0,-122.5,90.0,bottom
R69,186.5,-123.0,0.0,bottom
R7,211.0,-108.75,0.0,bottom
R70,186.5,-122.0,180.0,bottom
R71,183.0,-90.75,90.0,bottom
R72,179.5,-129.5,270.0,bottom
R73,175.0,-126.5,270.0,bottom
R74,186.5,-126.0,0.0,bottom
R75,173.5,-126.0,180.0,bottom
R76,173.5,-127.0,0.0,bottom
R77,172.5,-123.5,180.0,bottom
R78,172.5,-122.5,180.0,bottom
R79,175.0,-122.5,90.0,bottom
R8,209.0,-108.75,0.0,bottom
R80,172.5,-121.5,180.0,bottom
R81,177.0,-120.5,90.0,bottom
R82,199.5,-103.25,0.0,bottom
R83,197.5,-103.25,0.0,bottom
R84,192.5,-97.75,180.0,bottom
R85,180.5,-103.25,180.0,bottom
R86,182.49,-103.25,180.0,bottom
R87,187.5,-97.75,0.0,bottom
R88,194.5,-96.25,180.0,bottom
R89,194.5,-95.25,180.0,bottom
R9,209.01,-113.75,180.0,bottom
R90,193.0,-90.75,90.0,bottom
R91,198.5,-140.75,0.0,bottom
R92,201.5,-140.75,180.0,bottom
R93,198.25,-128.25,0.0,bottom
R94,195.0,-126.5,90.0,bottom
R95,202.0,-128.25,180.0,bottom
R96,205.0,-126.5,270.0,bottom
R97,205.0,-122.5,90.0,bottom
R98,192.0,-114.0,90.0,bottom
R99,201.0,-119.75,0.0,bottom
RV1,160.0,-52.125,0.0,top
RV2,180.0,-52.125,0.0,top
RV3,200.0,-52.125,0.0,top
RV4,220.0,-52.125,0.0,top
SW1,155.0,-65.25,0.0,top
SW2,165.0,-65.25,0.0,top
SW3,175.0,-65.25,0.0,top
SW4,185.0,-65.25,0.0,top
SW5,195.0,-65.25,0.0,top
SW6,205.0,-65.25,0.0,top
SW7,215.0,-65.25,0.0,top
SW8,225.0,-65.25,0.0,top
U1,160.0,-79.75,270.0,bottom
U10,180.0,-124.5,270.0,bottom
U11,200.0,-124.5,270.0,bottom
U12,220.0,-124.5,270.0,bottom
U13,210.0,-52.75,90.0,bottom
U14,210.0,-138.25,90.0,bottom
U15,210.0,-111.25,90.0,bottom
U2,180.0,-79.75,270.0,bottom
U3,200.0,-79.75,270.0,bottom
U4,220.0,-79.75,270.0,bottom
U5,160.0,-97.75,270.0,bottom
U6,180.0,-97.75,270.0,bottom
U7,200.0,-97.75,270.0,bottom
U8,220.0,-97.75,270.0,bottom
U9,160.0,-124.5,270.0,bottom
